Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,145878,-,-,-,39.77,-121.62,-8,467,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.0
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Clearsky GHI,Clearsky DHI,Clearsky DNI
2018,1,1,0,30,0,0,0,0,0,0
2018,1,1,1,30,0,0,0,0,0,0
2018,1,1,2,30,0,0,0,0,0,0
2018,1,1,3,30,0,0,0,0,0,0
2018,1,1,4,30,0,0,0,0,0,0
2018,1,1,5,30,0,0,0,0,0,0
2018,1,1,6,30,0,0,0,0,0,0
2018,1,1,7,30,7,7,76,7,7,76
2018,1,1,8,30,132,36,609,132,36,609
2018,1,1,9,30,280,50,786,280,50,786
2018,1,1,10,30,397,58,865,397,58,865
2018,1,1,11,30,464,62,898,464,62,898
2018,1,1,12,30,472,63,898,472,63,898
2018,1,1,13,30,423,60,871,423,60,871
2018,1,1,14,30,322,54,808,322,54,808
2018,1,1,15,30,182,43,671,182,43,671
2018,1,1,16,30,36,20,299,36,20,299
2018,1,1,17,30,0,0,0,0,0,0
2018,1,1,18,30,0,0,0,0,0,0
2018,1,1,19,30,0,0,0,0,0,0
2018,1,1,20,30,0,0,0,0,0,0
2018,1,1,21,30,0,0,0,0,0,0
2018,1,1,22,30,0,0,0,0,0,0
2018,1,1,23,30,0,0,0,0,0,0
2018,1,2,0,30,0,0,0,0,0,0
2018,1,2,1,30,0,0,0,0,0,0
2018,1,2,2,30,0,0,0,0,0,0
2018,1,2,3,30,0,0,0,0,0,0
2018,1,2,4,30,0,0,0,0,0,0
2018,1,2,5,30,0,0,0,0,0,0
2018,1,2,6,30,0,0,0,0,0,0
2018,1,2,7,30,4,4,24,6,6,62
2018,1,2,8,30,94,54,254,127,39,560
2018,1,2,9,30,198,105,317,273,53,751
2018,1,2,10,30,270,158,286,388,58,839
2018,1,2,11,30,303,192,247,454,62,874
2018,1,2,12,30,295,201,205,464,63,877
2018,1,2,13,30,250,182,162,417,60,854
2018,1,2,14,30,181,138,128,318,54,792
2018,1,2,15,30,88,79,41,181,43,657
2018,1,2,16,30,18,18,1,37,21,290
2018,1,2,17,30,0,0,0,0,0,0
2018,1,2,18,30,0,0,0,0,0,0
2018,1,2,19,30,0,0,0,0,0,0
2018,1,2,20,30,0,0,0,0,0,0
2018,1,2,21,30,0,0,0,0,0,0
2018,1,2,22,30,0,0,0,0,0,0
2018,1,2,23,30,0,0,0,0,0,0
2018,1,3,0,30,0,0,0,0,0,0
2018,1,3,1,30,0,0,0,0,0,0
2018,1,3,2,30,0,0,0,0,0,0
2018,1,3,3,30,0,0,0,0,0,0
2018,1,3,4,30,0,0,0,0,0,0
2018,1,3,5,30,0,0,0,0,0,0
2018,1,3,6,30,0,0,0,0,0,0
2018,1,3,7,30,1,1,0,6,6,46
2018,1,3,8,30,11,11,0,124,44,506
2018,1,3,9,30,80,69,37,269,63,702
2018,1,3,10,30,285,150,342,385,72,794
2018,1,3,11,30,274,192,182,453,78,834
2018,1,3,12,30,372,160,462,463,76,842
2018,1,3,13,30,275,178,231,415,71,818
2018,1,3,14,30,106,105,3,315,64,747
2018,1,3,15,30,68,68,0,177,50,600
2018,1,3,16,30,17,16,13,38,24,236
2018,1,3,17,30,0,0,0,0,0,0
2018,1,3,18,30,0,0,0,0,0,0
2018,1,3,19,30,0,0,0,0,0,0
2018,1,3,20,30,0,0,0,0,0,0
2018,1,3,21,30,0,0,0,0,0,0
2018,1,3,22,30,0,0,0,0,0,0
2018,1,3,23,30,0,0,0,0,0,0
2018,1,4,0,30,0,0,0,0,0,0
2018,1,4,1,30,0,0,0,0,0,0
2018,1,4,2,30,0,0,0,0,0,0
2018,1,4,3,30,0,0,0,0,0,0
2018,1,4,4,30,0,0,0,0,0,0
2018,1,4,5,30,0,0,0,0,0,0
2018,1,4,6,30,0,0,0,0,0,0
2018,1,4,7,30,2,2,2,6,6,37
2018,1,4,8,30,35,34,4,120,47,462
2018,1,4,9,30,91,85,22,262,66,665
2018,1,4,10,30,107,105,4,375,74,762
2018,1,4,11,30,139,126,29,443,76,813
2018,1,4,12,30,98,96,5,455,76,822
2018,1,4,13,30,177,152,60,408,74,791
2018,1,4,14,30,207,104,304,312,67,724
2018,1,4,15,30,73,59,64,177,52,582
2018,1,4,16,30,21,16,73,39,26,214
2018,1,4,17,30,0,0,0,0,0,0
2018,1,4,18,30,0,0,0,0,0,0
2018,1,4,19,30,0,0,0,0,0,0
2018,1,4,20,30,0,0,0,0,0,0
2018,1,4,21,30,0,0,0,0,0,0
2018,1,4,22,30,0,0,0,0,0,0
2018,1,4,23,30,0,0,0,0,0,0
2018,1,5,0,30,0,0,0,0,0,0
2018,1,5,1,30,0,0,0,0,0,0
2018,1,5,2,30,0,0,0,0,0,0
2018,1,5,3,30,0,0,0,0,0,0
2018,1,5,4,30,0,0,0,0,0,0
2018,1,5,5,30,0,0,0,0,0,0
2018,1,5,6,30,0,0,0,0,0,0
2018,1,5,7,30,1,1,0,6,6,57
2018,1,5,8,30,25,25,0,125,39,545
2018,1,5,9,30,67,61,20,269,52,735
2018,1,5,10,30,67,67,0,384,60,819
2018,1,5,11,30,71,67,8,450,62,857
2018,1,5,12,30,139,137,5,461,64,857
2018,1,5,13,30,113,113,1,415,64,826
2018,1,5,14,30,81,79,5,318,58,762
2018,1,5,15,30,24,24,0,183,47,624
2018,1,5,16,30,8,8,0,42,24,273
2018,1,5,17,30,0,0,0,0,0,0
2018,1,5,18,30,0,0,0,0,0,0
2018,1,5,19,30,0,0,0,0,0,0
2018,1,5,20,30,0,0,0,0,0,0
2018,1,5,21,30,0,0,0,0,0,0
2018,1,5,22,30,0,0,0,0,0,0
2018,1,5,23,30,0,0,0,0,0,0
2018,1,6,0,30,0,0,0,0,0,0
2018,1,6,1,30,0,0,0,0,0,0
2018,1,6,2,30,0,0,0,0,0,0
2018,1,6,3,30,0,0,0,0,0,0
2018,1,6,4,30,0,0,0,0,0,0
2018,1,6,5,30,0,0,0,0,0,0
2018,1,6,6,30,0,0,0,0,0,0
2018,1,6,7,30,6,6,63,6,6,63
2018,1,6,8,30,130,40,569,130,40,569
2018,1,6,9,30,111,102,29,277,57,743
2018,1,6,10,30,285,145,353,393,68,818
2018,1,6,11,30,465,71,866,465,71,866
2018,1,6,12,30,477,73,870,477,73,870
2018,1,6,13,30,431,73,838,431,73,838
2018,1,6,14,30,264,95,493,332,65,778
2018,1,6,15,30,179,53,571,192,51,639
2018,1,6,16,30,45,26,283,45,26,283
2018,1,6,17,30,0,0,0,0,0,0
2018,1,6,18,30,0,0,0,0,0,0
2018,1,6,19,30,0,0,0,0,0,0
2018,1,6,20,30,0,0,0,0,0,0
2018,1,6,21,30,0,0,0,0,0,0
2018,1,6,22,30,0,0,0,0,0,0
2018,1,6,23,30,0,0,0,0,0,0
2018,1,7,0,30,0,0,0,0,0,0
2018,1,7,1,30,0,0,0,0,0,0
2018,1,7,2,30,0,0,0,0,0,0
2018,1,7,3,30,0,0,0,0,0,0
2018,1,7,4,30,0,0,0,0,0,0
2018,1,7,5,30,0,0,0,0,0,0
2018,1,7,6,30,0,0,0,0,0,0
2018,1,7,7,30,5,5,54,7,7,75
2018,1,7,8,30,136,38,613,136,38,613
2018,1,7,9,30,288,52,795,288,52,795
2018,1,7,10,30,309,129,451,408,61,872
2018,1,7,11,30,322,182,306,477,66,900
2018,1,7,12,30,325,194,281,489,67,905
2018,1,7,13,30,194,163,72,442,63,884
2018,1,7,14,30,106,105,2,342,56,827
2018,1,7,15,30,38,38,0,202,46,700
2018,1,7,16,30,12,12,0,50,24,370
2018,1,7,17,30,0,0,0,0,0,0
2018,1,7,18,30,0,0,0,0,0,0
2018,1,7,19,30,0,0,0,0,0,0
2018,1,7,20,30,0,0,0,0,0,0
2018,1,7,21,30,0,0,0,0,0,0
2018,1,7,22,30,0,0,0,0,0,0
2018,1,7,23,30,0,0,0,0,0,0
2018,1,8,0,30,0,0,0,0,0,0
2018,1,8,1,30,0,0,0,0,0,0
2018,1,8,2,30,0,0,0,0,0,0
2018,1,8,3,30,0,0,0,0,0,0
2018,1,8,4,30,0,0,0,0,0,0
2018,1,8,5,30,0,0,0,0,0,0
2018,1,8,6,30,0,0,0,0,0,0
2018,1,8,7,30,1,1,0,6,6,53
2018,1,8,8,30,7,7,0,123,40,520
2018,1,8,9,30,12,12,0,266,57,703
2018,1,8,10,30,19,19,0,380,65,788
2018,1,8,11,30,28,28,0,451,65,842
2018,1,8,12,30,49,49,0,465,62,859
2018,1,8,13,30,26,26,0,422,60,838
2018,1,8,14,30,51,50,2,327,53,785
2018,1,8,15,30,9,9,0,193,43,664
2018,1,8,16,30,4,4,0,48,24,326
2018,1,8,17,30,0,0,0,0,0,0
2018,1,8,18,30,0,0,0,0,0,0
2018,1,8,19,30,0,0,0,0,0,0
2018,1,8,20,30,0,0,0,0,0,0
2018,1,8,21,30,0,0,0,0,0,0
2018,1,8,22,30,0,0,0,0,0,0
2018,1,8,23,30,0,0,0,0,0,0
2018,1,9,0,30,0,0,0,0,0,0
2018,1,9,1,30,0,0,0,0,0,0
2018,1,9,2,30,0,0,0,0,0,0
2018,1,9,3,30,0,0,0,0,0,0
2018,1,9,4,30,0,0,0,0,0,0
2018,1,9,5,30,0,0,0,0,0,0
2018,1,9,6,30,0,0,0,0,0,0
2018,1,9,7,30,2,2,1,6,6,40
2018,1,9,8,30,26,25,7,122,45,479
2018,1,9,9,30,41,41,0,264,66,661
2018,1,9,10,30,143,137,14,376,85,725
2018,1,9,11,30,248,195,116,443,93,761
2018,1,9,12,30,126,126,0,456,94,767
2018,1,9,13,30,104,104,0,413,90,745
2018,1,9,14,30,41,41,0,320,78,689
2018,1,9,15,30,24,24,0,187,61,553
2018,1,9,16,30,6,6,0,48,29,248
2018,1,9,17,30,0,0,0,0,0,0
2018,1,9,18,30,0,0,0,0,0,0
2018,1,9,19,30,0,0,0,0,0,0
2018,1,9,20,30,0,0,0,0,0,0
2018,1,9,21,30,0,0,0,0,0,0
2018,1,9,22,30,0,0,0,0,0,0
2018,1,9,23,30,0,0,0,0,0,0
2018,1,10,0,30,0,0,0,0,0,0
2018,1,10,1,30,0,0,0,0,0,0
2018,1,10,2,30,0,0,0,0,0,0
2018,1,10,3,30,0,0,0,0,0,0
2018,1,10,4,30,0,0,0,0,0,0
2018,1,10,5,30,0,0,0,0,0,0
2018,1,10,6,30,0,0,0,0,0,0
2018,1,10,7,30,1,1,0,6,6,48
2018,1,10,8,30,10,10,0,126,44,511
2018,1,10,9,30,23,23,0,273,61,705
2018,1,10,10,30,76,76,0,391,74,788
2018,1,10,11,30,155,149,14,461,79,826
2018,1,10,12,30,167,153,30,474,83,826
2018,1,10,13,30,155,138,40,430,84,793
2018,1,10,14,30,109,98,32,334,76,729
2018,1,10,15,30,63,63,0,197,59,594
2018,1,10,16,30,15,15,0,52,30,282
2018,1,10,17,30,0,0,0,0,0,0
2018,1,10,18,30,0,0,0,0,0,0
2018,1,10,19,30,0,0,0,0,0,0
2018,1,10,20,30,0,0,0,0,0,0
2018,1,10,21,30,0,0,0,0,0,0
2018,1,10,22,30,0,0,0,0,0,0
2018,1,10,23,30,0,0,0,0,0,0
2018,1,11,0,30,0,0,0,0,0,0
2018,1,11,1,30,0,0,0,0,0,0
2018,1,11,2,30,0,0,0,0,0,0
2018,1,11,3,30,0,0,0,0,0,0
2018,1,11,4,30,0,0,0,0,0,0
2018,1,11,5,30,0,0,0,0,0,0
2018,1,11,6,30,0,0,0,0,0,0
2018,1,11,7,30,2,2,0,6,6,56
2018,1,11,8,30,48,48,0,128,41,534
2018,1,11,9,30,36,36,0,275,57,723
2018,1,11,10,30,25,25,0,393,67,806
2018,1,11,11,30,259,197,133,464,72,844
2018,1,11,12,30,392,153,501,478,75,847
2018,1,11,13,30,290,181,248,435,75,820
2018,1,11,14,30,94,93,2,340,67,765
2018,1,11,15,30,102,78,102,203,53,638
2018,1,11,16,30,26,23,32,55,30,311
2018,1,11,17,30,0,0,0,0,0,0
2018,1,11,18,30,0,0,0,0,0,0
2018,1,11,19,30,0,0,0,0,0,0
2018,1,11,20,30,0,0,0,0,0,0
2018,1,11,21,30,0,0,0,0,0,0
2018,1,11,22,30,0,0,0,0,0,0
2018,1,11,23,30,0,0,0,0,0,0
2018,1,12,0,30,0,0,0,0,0,0
2018,1,12,1,30,0,0,0,0,0,0
2018,1,12,2,30,0,0,0,0,0,0
2018,1,12,3,30,0,0,0,0,0,0
2018,1,12,4,30,0,0,0,0,0,0
2018,1,12,5,30,0,0,0,0,0,0
2018,1,12,6,30,0,0,0,0,0,0
2018,1,12,7,30,4,4,19,7,7,68
2018,1,12,8,30,93,58,212,135,40,582
2018,1,12,9,30,204,111,307,289,54,775
2018,1,12,10,30,294,157,338,411,61,862
2018,1,12,11,30,357,180,380,483,64,899
2018,1,12,12,30,384,163,462,498,66,903
2018,1,12,13,30,453,65,877,453,65,877
2018,1,12,14,30,349,62,796,356,60,822
2018,1,12,15,30,212,49,684,215,48,701
2018,1,12,16,30,61,27,402,61,27,402
2018,1,12,17,30,0,0,0,0,0,0
2018,1,12,18,30,0,0,0,0,0,0
2018,1,12,19,30,0,0,0,0,0,0
2018,1,12,20,30,0,0,0,0,0,0
2018,1,12,21,30,0,0,0,0,0,0
2018,1,12,22,30,0,0,0,0,0,0
2018,1,12,23,30,0,0,0,0,0,0
2018,1,13,0,30,0,0,0,0,0,0
2018,1,13,1,30,0,0,0,0,0,0
2018,1,13,2,30,0,0,0,0,0,0
2018,1,13,3,30,0,0,0,0,0,0
2018,1,13,4,30,0,0,0,0,0,0
2018,1,13,5,30,0,0,0,0,0,0
2018,1,13,6,30,0,0,0,0,0,0
2018,1,13,7,30,6,6,61,7,7,79
2018,1,13,8,30,132,40,556,137,36,610
2018,1,13,9,30,263,68,639,289,50,784
2018,1,13,10,30,368,94,670,409,58,859
2018,1,13,11,30,266,187,169,479,62,890
2018,1,13,12,30,356,196,333,493,64,892
2018,1,13,13,30,359,154,460,449,63,867
2018,1,13,14,30,297,106,526,352,58,808
2018,1,13,15,30,201,52,618,213,48,685
2018,1,13,16,30,52,31,239,62,28,389
2018,1,13,17,30,0,0,0,0,0,0
2018,1,13,18,30,0,0,0,0,0,0
2018,1,13,19,30,0,0,0,0,0,0
2018,1,13,20,30,0,0,0,0,0,0
2018,1,13,21,30,0,0,0,0,0,0
2018,1,13,22,30,0,0,0,0,0,0
2018,1,13,23,30,0,0,0,0,0,0
2018,1,14,0,30,0,0,0,0,0,0
2018,1,14,1,30,0,0,0,0,0,0
2018,1,14,2,30,0,0,0,0,0,0
2018,1,14,3,30,0,0,0,0,0,0
2018,1,14,4,30,0,0,0,0,0,0
2018,1,14,5,30,0,0,0,0,0,0
2018,1,14,6,30,0,0,0,0,0,0
2018,1,14,7,30,5,5,22,9,9,91
2018,1,14,8,30,98,58,241,138,40,587
2018,1,14,9,30,274,70,664,293,54,779
2018,1,14,10,30,355,111,594,416,61,865
2018,1,14,11,30,285,173,237,488,65,898
2018,1,14,12,30,354,192,335,503,68,899
2018,1,14,13,30,231,174,127,457,68,868
2018,1,14,14,30,280,122,432,358,63,805
2018,1,14,15,30,135,74,249,218,52,681
2018,1,14,16,30,41,30,120,65,29,392
2018,1,14,17,30,0,0,0,0,0,0
2018,1,14,18,30,0,0,0,0,0,0
2018,1,14,19,30,0,0,0,0,0,0
2018,1,14,20,30,0,0,0,0,0,0
2018,1,14,21,30,0,0,0,0,0,0
2018,1,14,22,30,0,0,0,0,0,0
2018,1,14,23,30,0,0,0,0,0,0
2018,1,15,0,30,0,0,0,0,0,0
2018,1,15,1,30,0,0,0,0,0,0
2018,1,15,2,30,0,0,0,0,0,0
2018,1,15,3,30,0,0,0,0,0,0
2018,1,15,4,30,0,0,0,0,0,0
2018,1,15,5,30,0,0,0,0,0,0
2018,1,15,6,30,0,0,0,0,0,0
2018,1,15,7,30,5,5,17,9,9,73
2018,1,15,8,30,54,54,2,136,45,544
2018,1,15,9,30,123,100,74,288,62,733
2018,1,15,10,30,356,115,583,408,73,811
2018,1,15,11,30,400,153,521,481,77,853
2018,1,15,12,30,301,194,219,498,78,863
2018,1,15,13,30,303,193,244,454,77,835
2018,1,15,14,30,247,145,275,356,72,769
2018,1,15,15,30,145,95,203,217,58,642
2018,1,15,16,30,41,34,75,66,32,367
2018,1,15,17,30,0,0,0,0,0,0
2018,1,15,18,30,0,0,0,0,0,0
2018,1,15,19,30,0,0,0,0,0,0
2018,1,15,20,30,0,0,0,0,0,0
2018,1,15,21,30,0,0,0,0,0,0
2018,1,15,22,30,0,0,0,0,0,0
2018,1,15,23,30,0,0,0,0,0,0
2018,1,16,0,30,0,0,0,0,0,0
2018,1,16,1,30,0,0,0,0,0,0
2018,1,16,2,30,0,0,0,0,0,0
2018,1,16,3,30,0,0,0,0,0,0
2018,1,16,4,30,0,0,0,0,0,0
2018,1,16,5,30,0,0,0,0,0,0
2018,1,16,6,30,0,0,0,0,0,0
2018,1,16,7,30,8,8,55,9,8,74
2018,1,16,8,30,82,64,109,135,45,532
2018,1,16,9,30,166,127,126,282,71,679
2018,1,16,10,30,269,173,232,395,93,727
2018,1,16,11,30,311,206,220,470,92,793
2018,1,16,12,30,351,207,294,490,85,827
2018,1,16,13,30,363,160,446,451,79,818
2018,1,16,14,30,232,153,212,357,68,774
2018,1,16,15,30,110,97,50,220,55,659
2018,1,16,16,30,34,33,7,68,32,372
2018,1,16,17,30,0,0,0,0,0,0
2018,1,16,18,30,0,0,0,0,0,0
2018,1,16,19,30,0,0,0,0,0,0
2018,1,16,20,30,0,0,0,0,0,0
2018,1,16,21,30,0,0,0,0,0,0
2018,1,16,22,30,0,0,0,0,0,0
2018,1,16,23,30,0,0,0,0,0,0
2018,1,17,0,30,0,0,0,0,0,0
2018,1,17,1,30,0,0,0,0,0,0
2018,1,17,2,30,0,0,0,0,0,0
2018,1,17,3,30,0,0,0,0,0,0
2018,1,17,4,30,0,0,0,0,0,0
2018,1,17,5,30,0,0,0,0,0,0
2018,1,17,6,30,0,0,0,0,0,0
2018,1,17,7,30,5,5,21,10,9,88
2018,1,17,8,30,60,57,15,137,42,558
2018,1,17,9,30,157,127,96,288,57,740
2018,1,17,10,30,223,177,111,407,65,818
2018,1,17,11,30,324,209,240,477,72,844
2018,1,17,12,30,301,222,161,491,76,842
2018,1,17,13,30,293,200,203,449,74,818
2018,1,17,14,30,182,155,72,355,69,760
2018,1,17,15,30,95,87,31,219,56,641
2018,1,17,16,30,27,27,0,70,33,371
2018,1,17,17,30,0,0,0,0,0,0
2018,1,17,18,30,0,0,0,0,0,0
2018,1,17,19,30,0,0,0,0,0,0
2018,1,17,20,30,0,0,0,0,0,0
2018,1,17,21,30,0,0,0,0,0,0
2018,1,17,22,30,0,0,0,0,0,0
2018,1,17,23,30,0,0,0,0,0,0
2018,1,18,0,30,0,0,0,0,0,0
2018,1,18,1,30,0,0,0,0,0,0
2018,1,18,2,30,0,0,0,0,0,0
2018,1,18,3,30,0,0,0,0,0,0
2018,1,18,4,30,0,0,0,0,0,0
2018,1,18,5,30,0,0,0,0,0,0
2018,1,18,6,30,0,0,0,0,0,0
2018,1,18,7,30,1,1,0,9,8,59
2018,1,18,8,30,7,7,0,132,48,485
2018,1,18,9,30,12,12,0,280,68,673
2018,1,18,10,30,17,17,0,399,81,756
2018,1,18,11,30,22,22,0,474,85,807
2018,1,18,12,30,27,27,0,491,85,818
2018,1,18,13,30,23,23,0,451,82,800
2018,1,18,14,30,24,24,0,360,70,764
2018,1,18,15,30,21,21,0,225,55,658
2018,1,18,16,30,5,5,0,73,33,381
2018,1,18,17,30,0,0,0,0,0,0
2018,1,18,18,30,0,0,0,0,0,0
2018,1,18,19,30,0,0,0,0,0,0
2018,1,18,20,30,0,0,0,0,0,0
2018,1,18,21,30,0,0,0,0,0,0
2018,1,18,22,30,0,0,0,0,0,0
2018,1,18,23,30,0,0,0,0,0,0
2018,1,19,0,30,0,0,0,0,0,0
2018,1,19,1,30,0,0,0,0,0,0
2018,1,19,2,30,0,0,0,0,0,0
2018,1,19,3,30,0,0,0,0,0,0
2018,1,19,4,30,0,0,0,0,0,0
2018,1,19,5,30,0,0,0,0,0,0
2018,1,19,6,30,0,0,0,0,0,0
2018,1,19,7,30,11,10,93,11,10,93
2018,1,19,8,30,146,43,588,146,43,588
2018,1,19,9,30,304,59,773,304,59,773
2018,1,19,10,30,430,67,859,430,67,859
2018,1,19,11,30,440,127,646,506,70,898
2018,1,19,12,30,481,101,761,521,73,896
2018,1,19,13,30,418,126,628,477,74,867
2018,1,19,14,30,380,66,818,380,66,818
2018,1,19,15,30,200,68,506,239,55,705
2018,1,19,16,30,72,33,360,80,32,444
2018,1,19,17,30,0,0,0,0,0,0
2018,1,19,18,30,0,0,0,0,0,0
2018,1,19,19,30,0,0,0,0,0,0
2018,1,19,20,30,0,0,0,0,0,0
2018,1,19,21,30,0,0,0,0,0,0
2018,1,19,22,30,0,0,0,0,0,0
2018,1,19,23,30,0,0,0,0,0,0
2018,1,20,0,30,0,0,0,0,0,0
2018,1,20,1,30,0,0,0,0,0,0
2018,1,20,2,30,0,0,0,0,0,0
2018,1,20,3,30,0,0,0,0,0,0
2018,1,20,4,30,0,0,0,0,0,0
2018,1,20,5,30,0,0,0,0,0,0
2018,1,20,6,30,0,0,0,0,0,0
2018,1,20,7,30,7,6,40,12,10,129
2018,1,20,8,30,154,39,651,154,39,651
2018,1,20,9,30,313,53,816,313,53,816
2018,1,20,10,30,440,62,888,440,62,888
2018,1,20,11,30,516,66,922,516,66,922
2018,1,20,12,30,533,66,928,533,66,928
2018,1,20,13,30,490,66,905,490,66,905
2018,1,20,14,30,390,62,846,390,62,846
2018,1,20,15,30,246,52,731,246,52,731
2018,1,20,16,30,84,33,459,85,32,475
2018,1,20,17,30,0,0,0,0,0,0
2018,1,20,18,30,0,0,0,0,0,0
2018,1,20,19,30,0,0,0,0,0,0
2018,1,20,20,30,0,0,0,0,0,0
2018,1,20,21,30,0,0,0,0,0,0
2018,1,20,22,30,0,0,0,0,0,0
2018,1,20,23,30,0,0,0,0,0,0
2018,1,21,0,30,0,0,0,0,0,0
2018,1,21,1,30,0,0,0,0,0,0
2018,1,21,2,30,0,0,0,0,0,0
2018,1,21,3,30,0,0,0,0,0,0
2018,1,21,4,30,0,0,0,0,0,0
2018,1,21,5,30,0,0,0,0,0,0
2018,1,21,6,30,0,0,0,0,0,0
2018,1,21,7,30,5,5,0,11,10,80
2018,1,21,8,30,83,68,85,145,48,541
2018,1,21,9,30,187,125,192,298,68,716
2018,1,21,10,30,127,125,5,420,83,786
2018,1,21,11,30,154,148,12,495,88,828
2018,1,21,12,30,320,216,206,514,86,845
2018,1,21,13,30,114,114,0,475,80,836
2018,1,21,14,30,130,128,5,378,73,779
2018,1,21,15,30,60,60,0,239,61,661
2018,1,21,16,30,22,22,0,82,39,377
2018,1,21,17,30,0,0,0,0,0,0
2018,1,21,18,30,0,0,0,0,0,0
2018,1,21,19,30,0,0,0,0,0,0
2018,1,21,20,30,0,0,0,0,0,0
2018,1,21,21,30,0,0,0,0,0,0
2018,1,21,22,30,0,0,0,0,0,0
2018,1,21,23,30,0,0,0,0,0,0
2018,1,22,0,30,0,0,0,0,0,0
2018,1,22,1,30,0,0,0,0,0,0
2018,1,22,2,30,0,0,0,0,0,0
2018,1,22,3,30,0,0,0,0,0,0
2018,1,22,4,30,0,0,0,0,0,0
2018,1,22,5,30,0,0,0,0,0,0
2018,1,22,6,30,0,0,0,0,0,0
2018,1,22,7,30,1,1,0,11,10,47
2018,1,22,8,30,9,9,0,142,60,451
2018,1,22,9,30,22,22,0,297,85,654
2018,1,22,10,30,52,52,0,421,103,738
2018,1,22,11,30,134,133,2,497,109,784
2018,1,22,12,30,93,93,0,515,112,791
2018,1,22,13,30,222,194,59,472,111,758
2018,1,22,14,30,218,132,219,377,99,705
2018,1,22,15,30,167,83,308,238,78,587
2018,1,22,16,30,43,32,94,83,42,345
2018,1,22,17,30,0,0,0,0,0,0
2018,1,22,18,30,0,0,0,0,0,0
2018,1,22,19,30,0,0,0,0,0,0
2018,1,22,20,30,0,0,0,0,0,0
2018,1,22,21,30,0,0,0,0,0,0
2018,1,22,22,30,0,0,0,0,0,0
2018,1,22,23,30,0,0,0,0,0,0
2018,1,23,0,30,0,0,0,0,0,0
2018,1,23,1,30,0,0,0,0,0,0
2018,1,23,2,30,0,0,0,0,0,0
2018,1,23,3,30,0,0,0,0,0,0
2018,1,23,4,30,0,0,0,0,0,0
2018,1,23,5,30,0,0,0,0,0,0
2018,1,23,6,30,0,0,0,0,0,0
2018,1,23,7,30,11,10,64,14,12,102
2018,1,23,8,30,120,59,330,151,49,554
2018,1,23,9,30,281,86,598,311,67,746
2018,1,23,10,30,359,137,512,438,74,838
2018,1,23,11,30,423,161,527,516,78,879
2018,1,23,12,30,447,158,564,536,80,888
2018,1,23,13,30,389,170,457,496,78,873
2018,1,23,14,30,260,165,238,398,72,819
2018,1,23,15,30,189,96,336,255,60,705
2018,1,23,16,30,66,43,190,92,39,434
2018,1,23,17,30,0,0,0,0,0,0
2018,1,23,18,30,0,0,0,0,0,0
2018,1,23,19,30,0,0,0,0,0,0
2018,1,23,20,30,0,0,0,0,0,0
2018,1,23,21,30,0,0,0,0,0,0
2018,1,23,22,30,0,0,0,0,0,0
2018,1,23,23,30,0,0,0,0,0,0
2018,1,24,0,30,0,0,0,0,0,0
2018,1,24,1,30,0,0,0,0,0,0
2018,1,24,2,30,0,0,0,0,0,0
2018,1,24,3,30,0,0,0,0,0,0
2018,1,24,4,30,0,0,0,0,0,0
2018,1,24,5,30,0,0,0,0,0,0
2018,1,24,6,30,0,0,0,0,0,0
2018,1,24,7,30,3,3,8,14,12,88
2018,1,24,8,30,12,12,0,150,54,516
2018,1,24,9,30,30,30,0,305,75,698
2018,1,24,10,30,62,62,0,428,87,780
2018,1,24,11,30,72,72,0,502,92,817
2018,1,24,12,30,37,37,0,519,92,825
2018,1,24,13,30,28,28,0,480,87,813
2018,1,24,14,30,25,25,0,387,75,776
2018,1,24,15,30,88,78,34,250,60,677
2018,1,24,16,30,45,43,16,92,38,428
2018,1,24,17,30,0,0,0,0,0,0
2018,1,24,18,30,0,0,0,0,0,0
2018,1,24,19,30,0,0,0,0,0,0
2018,1,24,20,30,0,0,0,0,0,0
2018,1,24,21,30,0,0,0,0,0,0
2018,1,24,22,30,0,0,0,0,0,0
2018,1,24,23,30,0,0,0,0,0,0
2018,1,25,0,30,0,0,0,0,0,0
2018,1,25,1,30,0,0,0,0,0,0
2018,1,25,2,30,0,0,0,0,0,0
2018,1,25,3,30,0,0,0,0,0,0
